text,label
"Sir is case mein ek high profile politician ka bhi naam hai. Isliye sensitive hai.",1
"Your ATM was used at a location 500 km away at the same time you were here.",1
"Sir aapko ek government portal pe register karke Rs 999 pay karna hoga case file ke liye.",1
"Madam yeh case mein aapka naam tabhi nahi aayega jab aap cooperate karogi.",1
"This is from cyber wing of Intelligence Bureau. Your online activity is suspicious.",1
"Sir aapko 48 ghante mein hume evidence of innocence dena hoga.",1
"Aapki company ka trade license suspicious transactions ki wajah se suspend hua hai.",1
"Madam aap yeh call record kar sakti hain. Hum government representative hain.",1
"Your bank account was used as a transit account in a Rs 2 crore fraud.",1
"Sir aap ek multinational cybercrime investigation ke peripheral suspect hain.",1
"Madam aapka aadhar linked mobile number pe ek OTP aayega. Wo share karo.",1
"This is officer from the Anti Hawala Division. Transaction report against you.",1
"Sir is case mein ek IPS officer personally interested hain.",1
"Aapko court mein jaane ki zaroorat nahi. Online settle karo abhi.",1
"Madam aapne ek property deal mein black money accept ki thi. Records hain hamare paas.",1
"Your driving license was used to register a vehicle involved in smuggling.",1
"Sir aapko ek government e-court mein appear karna hoga in the next hour.",1
"Madam aapka bhai bhi is case mein named hai. Usse bachana chahte ho?",1
"This is a mandatory verification call from the cyber police department.",1
"Sir aapke phone location data shows aap ek crime location pe the.",1
"Aapko apna ration card aur income certificate scan karke bhejne honge.",1
"Madam is case mein aapko gawah bhi banana ja sakta hai forcibly.",1
"Your email account was hacked and used to send phishing emails to government officials.",1
"Sir aap ek money mule network ke unwilling participant the. Cooperate karo.",1
"Madam ek senior IAS officer ne aapke case mein personal interest liya hai.",1
"This is from the Department of Telecommunications. Your SIM is misused.",1
"Sir aapko police station aane ki zaroorat nahi. Sirf online fee bharo.",1
"Aapke naam pe ek foreign bank account khula hua hai. Kya aapko pata hai?",1
"Madam is case mein aap prosecute ho sakti hain under PMLA 2002.",1
"Your PF account has shown withdrawal attempts from an unknown location.",1
"Sir aapko ek confidential government portal pe login karna hoga.",1
"Madam aapne ek chit fund company mein invest kiya tha jo illegal thi.",1
"This is from the Anti-Social Elements Cell of State Police.",1
"Sir aapke naam pe ek anonymous tip aayi hai jo we are investigating.",1
"Aapko apne aap ko innocent prove karne ke liye sirf Rs 3000 pay karna hoga.",1
"Madam ek government witness ne aapka naam liya hai in a statement.",1
"Your net banking was accessed from a foreign IP. Confirm if it was you.",1
"Sir aapka ek dost Jo ki suspect hai usne aapka naam liya hai.",1
"Madam yeh case mein involvement prove nahi hona chahiye aapka. Help karo.",1
"This is from the Enforcement Directorate eastern zone. Your case is serious.",1
"Sir aapne ek banned app download ki thi. Yeh criminal offence hai.",1
"Aapko sirf ek baar hamare online portal pe visit karna hoga aur verification karni hogi.",1
"Madam is case mein judge ne strict views express kiye hain.",1
"Your savings account has been linked to a shell company without your knowledge.",1
"Sir is matter mein aap victim hain lekin victim bhi punishable hota hai is case mein.",1
"Madam aapko ek sealed envelope hamare address pe send karni hogi with bank details.",1
"This is from the National Intelligence Grid. Your data shows suspicious patterns.",1
"Sir aapko is case mein apni innocence prove karni hogi. Rs 5000 processing fee hai.",1
"Aapke naam pe ek property is district court mein attached hai.",1
"Madam yeh call main khud DGP sahab se forward karwa sakta hoon agar aap cooperate nahi karte.",1
"Your social security number equivalent Aadhaar has been compromised severely.",1
"Sir aapko is case mein ek judicial affidavit submit karni hogi within 24 hours.",1
"Madam aapke doctor ne bhi ek prescription fraud case mein aapka naam liya hai.",1
"This is the Pollution Control Board. Your factory shows hazardous waste violations.",1
"Sir we have a digital trail linking your account to a terrorism financing network.",1
"Aapko apna phone switch off nahi karna hai. Hum monitor kar rahe hain.",1
"Madam aapka ek ex-employee ne aapke company pe embezzlement complaint ki hai.",1
"Your landlord has accused you of subletting to a criminal suspect.",1
"Sir aapko ek mandatory psychological evaluation ke liye report karna hoga.",1
"Is case mein hum aapki madad karna chahte hain. Sirf ek baar suno.",1
"Madam aapke school ka naam bhi ek financial scam mein aa gaya hai.",1
"This is from CERT-In. Your system was part of a DDoS attack on government servers.",1
"Sir aapka business partner ne aapke khilaf police mein complaint di hai.",1
"Aapko apna aadhar card aur phone number link confirm karna hoga abhi.",1
"Madam is case mein ek NGO worker aapke khilaf gawah hai.",1
"Your investment in a cooperative society is now under ED investigation.",1
"Sir aapko is call ke baad kisi bhi app se payment mat karna.",1
"Madam ek armed officer aapke building mein already hai.",1
"This is from the Serious Fraud Investigation Office. Your case is being reviewed.",1
"Sir aapke employee ka PF aapne fraudulently claim kiya hai.",1
"Aapko ek Rs 500 stamp paper pe affidavit likhni hogi immediately.",1
"Madam aap agar phone kaati toh aapka case automatically registered ho jaayega.",1
"Your academic certificates were found to be forged in a background check.",1
"Sir aapko hamare registered email pe ek NOC send karni hogi within the hour.",1
"Madam yeh crime branch ka operation hai. Koi media coverage nahi hogi.",1
"This is from the Registrar of Births and Deaths. Fraud detected in records.",1
"Sir aapke UPI handle se last month 14 transactions hue hain questionable locations se.",1
"Aapko apni agreement papers aur property documents share karne honge verification ke liye.",1
"Madam aapka employer bhi is case mein implicated ho sakta hai.",1
"Your gas agency records show subsidies were availed fraudulently.",1
"Sir aapko ek government appointed lawyer se milna hoga. Fee Rs 2000 hai.",1
"Madam aapne ek government housing scheme ke liye false application di thi.",1
"This is officer Saxena. I am personally assigned to close your case today.",1
"Sir aapke paas sirf 45 minutes hain is case ko out of court settle karne ke liye.",1
"Aapko apni beti ki school certificates aur aadhar share karni hogi.",1
"Madam is case mein cooperate karna aapke interest mein hai.",1
"Your mobile number was the last one to contact a deceased fraud victim.",1
"Sir ek narcotics officer aapke location ke paas hai. Cooperate karo.",1
"Madam aapke building mein ek suspect rehta hai. Aap involved hain kya?",1
"This is from the Urban Development Authority. Your property has illegal construction.",1
"Sir aapka investment portfolio shows round tripping of funds.",1
"Aap yeh jaanke shocked honge ke aapke naam pe kitna kuch hua hai.",1
"Madam is case mein high court ka stay order abhi nahi mila hai.",1
"Your power of attorney was misused to make financial transactions.",1
"Sir aapke naam se ek e-mail ID banayi gayi hai jo criminal activities mein use hui.",1
"Madam aapko ek video call pe apni face show karni hogi verification ke liye.",1
"This is from the Central Depository Services. Your demat account is flagged.",1
"Sir aap abhi baat kar sakte hain toh case close ho sakta hai. Baad mein nahi hoga.",1
"Aapko apna internet banking password change karna hoga hamare guidance mein.",1
"Madam aapke account mein ek crore se zyada ka suspicious credit tha.",1
"Your property documents have been submitted as collateral in an illegal loan.",1
"Sir aapko ek government helpline app download karni hogi immediately.",1
"Madam is case mein sirf aap hi cooperate kar sakti hain apni family ko bachane ke liye.",1
"This is the Transport Authority. Your DL is linked to a road accident death.",1
"Sir aapko apni savings aur FD details share karni hongi hamari team ke saath.",1
"Aap abhi ghabrao mat. Hum aapke saath hain. Sirf paise transfer karo.",1
"Madam is case mein ek powerful neta ka naam hai isliye yeh sensitive hai.",1
"Your education loan account shows fund diversion to a third party.",1
"Sir aapko hamare headquarters pe physically report karna hoga tomorrow morning.",1
"Madam yeh call hamare DIG sahab ke orders pe hai.",1
"This is from National Securities Depository. Suspicious trade detected.",1
"Sir aapke naam pe ek court appointed receiver manage kar raha hai aapki property.",1
"Aapko apna safe deposit locker ka number batana hoga for audit purposes.",1
"Madam is case mein 3 independent witnesses hain aapke khilaf.",1
"Your medical license is under scrutiny for prescription fraud.",1
"Sir aapko is case mein anticipatory bail ke liye Rs 15000 advance pay karna hoga.",1
"Madam aapke paas sirf 1 ghanta hai. Uske baad koi option nahi hoga.",1
"This is from the Inspector General of Registration. Your property sale is under probe.",1
"Sir aapka phone number ek call center fraud racket se registered tha.",1
"Aapko apna driving license number aur RC number share karna hoga.",1
"Madam is matter mein complete media blackout hai. Kisi ko mat batana.",1
"Your PPF account shows unauthorized nominations changed recently.",1
"Sir aapne ek banned political organization ko donation diya tha.",1
"Madam aapki beti ne ek online game mein crores transfer kiye hain.",1
"This is from the High Court Registry. Your property dispute case has an update.",1
"Sir aapka naam ek bank fraud involving Rs 4 crore mein aaya hai.",1
"Aapko apna GST registration certificate share karna hoga for verification.",1
"Madam is case mein aap agar media se baat ki toh sub judice violation hoga.",1
"Your name came up in a raid at an illegal casino in your city.",1
"Sir aapko ek DNA sample dena hoga investigation ke liye. Procedure fee Rs 3000.",1
"Madam is call ke baad ek official letter aapke address pe bheja jaayega.",1
"This is from the SEBI Investor Protection Fund. Your portfolio is under review.",1
"Sir aapka aadhar card ek forged voter list mein use hua hai.",1
"Aapko is situation se sirf ek tarah nikala ja sakta hai. Cooperate karo.",1
"Madam aapke naam pe ek credit card 3 cities mein misused hua hai.",1
"Your father's pension account shows unauthorized withdrawals recently.",1
"Sir aapko aaj raat tak ek response affidavit submit karni hogi.",1
"Madam is case mein ek police informer aapke paas se hi information de raha hai.",1
"This is from the Directorate General of Foreign Trade. EXIM violation detected.",1
"Sir aapne ek property fraudulently undervalued karke stamp duty bacha li.",1
"Aapka phone aaj raat 12 baje ke baad suspend ho jaayega agar verification nahi hui.",1
"Madam is case mein aap cooperate karogi toh aapka naam FIR se remove ho sakta hai.",1
"Your scholarship was awarded based on false income certificates.",1
"Sir aapko hamare call center pe ek ticket raise karke Rs 1500 pay karna hoga.",1
"Madam aap baat karte rehna. Agar call drop hua toh aap guilty maane jaoge.",1
"This is from the Anti Money Laundering Authority. Immediate action required.",1
"Sir aapka phone ka IMEI number ek crime scene pe found device se match karta hai.",1
"Aapko apni wife ka aadhar card aur bank details bhi share karni hongi.",1
"Madam is case mein conviction rate bahut high hai. Better to settle.",1
"Your train ticket was booked using a stolen credit card identity.",1
"Sir aapko ek court fee of Rs 4500 online pay karni hogi to delay arrest.",1
"Madam yeh matter ab police ke haath se nikal ke court mein ja raha hai.",1
"This is from the National Food Safety Authority. Your restaurant has violations.",1
"Sir aapka online bank login 6 unauthorized countries se access hua hai.",1
"Aapko apna ration card aur electricity bill share karna hoga for identity verification.",1
"Madam is case mein aapki behen ka naam bhi aa gaya hai as a suspect.",1
"Your company's import records show undeclared foreign currency transactions.",1
"Sir aapko ek foreign bank account number share karna hoga for tracing purposes.",1
"Madam is case mein ek retired judge ne aapke khilaf opinion diya hai.",1
"This is the Consumer Forum. An ex-employee has filed a case against your business.",1
"Sir aapko ek mental fitness certificate bhi submit karna hoga investigation ke liye.",1
"Aapko abhi apne ghar se koi bhi document bahar mat nikalna.",1
"Madam is case mein high court ne suo motu cognizance le liya hai.",1
"Hello I wanted to check if you received my invitation for the birthday party this Saturday.",0
"Hey how are you? It has been so long since we caught up. What is going on with you?",0
"Mom I will be home by 7 pm tonight. Can you make sure dinner is ready?",0
"Sir your order has been dispatched and will arrive within 2 business days.",0
"Hi this is Dr. Patel's clinic calling to confirm your appointment for tomorrow at 11 AM.",0
"Bhaiya aaj shaam ko cricket khelne aa rahe ho? Ground pe milte hain 5 baje.",0
"Hello I am calling from HDFC Bank to inform you about our new savings account offer.",0
"Your food delivery is on the way and will reach you in approximately 20 minutes.",0
"Mummy kal mera exam hai. Subah 6 baje uthana please.",0
"Hi this is a reminder that your car service is due next week. Would you like to book a slot?",0
"Hello congratulations on your job offer! We are pleased to have you on the team.",0
"Yaar woh movie dekhi kya tune? Kal release hui thi. Bahut acchi hai.",0
"Sir your electricity bill of Rs 1240 is due this Friday. Please pay on time.",0
"This is the school principal's office. Your child was absent today. Is everything alright?",0
"Hey just calling to say happy birthday! Hope you have a great day.",0
"Didi ghar aa jao. Sab tumhara wait kar rahe hain. Khaana taiyaar hai.",0
"Hello I am calling from Zomato support. Your refund of Rs 340 has been processed.",0
"Hi wanted to let you know the meeting has been rescheduled to 3 PM on Wednesday.",0
"Sir your internet connection complaint has been resolved. Please check connectivity.",0
"Kal trip ka kya plan hai? Train kitne baje hai hamari?",0
"Hello is this Mr. Rahul? I am calling from the housing society about the maintenance dues.",0
"Just checking in on you. How is your health now? Did you visit the doctor?",0
"Madam your visa application has been approved. Please collect the documents by Friday.",0
"Sir aapke ghar ki parcel delivery attempt ki thi. Aap kab available honge?",0
"Hi this is Neha from HR. Can we schedule your onboarding call for Monday morning?",0
"Bhai petrol khatam ho gaya hai gaadi mein. Thodi help chahiye yaar.",0
"Hello this is a survey call from Amazon. Would you like to share your recent experience?",0
"Your subscription to Netflix will auto-renew on the 15th. No action needed.",0
"Papa main office se der se aaunga aaj. Traffic bahut hai. Khaana mat rokna.",0
"Hi just wanted to confirm if you got the documents I emailed you yesterday.",0
"Arey yaar itni raat ko kya kar rahe ho? So jao kal baat karte hain.",0
"Good morning! This is a wake-up call service reminder. Have a great day ahead.",0
"Sir aapka loan application approved ho gaya hai. Branch mein aake documents submit karein.",0
"Hello thank you for calling customer support. How can I help you today?",0
"Madam your test results are normal. The doctor says no need to worry.",0
"Hey are you free this weekend? We are planning a small get-together at my place.",0
"Sir your flight for tomorrow has been confirmed. Check-in opens at 6 AM.",0
"Bhai kya tum mujhe station tak drop kar sakte ho? Thodi emergency hai.",0
"Hello we are calling from the blood bank. Your blood group is needed urgently.",0
"Congratulations! Your scholarship application has been shortlisted for the next round.",0
"Dost aaj gym nahi aaya tu. Sab pooch rahe the. Sab theek hai?",0
"Hi this is your landlord. Just wanted to remind you about the rent for this month.",0
"Madam aapki society mein kal cleaning drive hai. Kripya participate karein.",0
"This is a reminder that your EMI of Rs 5400 will be deducted tomorrow.",0
"Sir the package you returned has been received and your refund is being processed.",0
"Yaar woh assignment complete ki kya? Professor kal maangenge. Help chahiye kya?",0
"Hello we have a plumber available in your area tomorrow morning if you still need repair.",0
"Bhai picnic ka plan confirm hua? Kitne log aa rahe hain?",0
"Hi your gym membership expires at the end of this month. Want to renew?",0
"Sir aapka PF account update ho gaya hai. Details app mein dekh sakte hain.",0
"This is a courtesy call from Apollo Hospital. Your annual health checkup is due.",0
"Mama I reached safely. The train was on time. Will call you in the evening.",0
"Hello just calling to check if the courier reached you. Please confirm receipt.",0
"Yaar college festival mein kab aoge? Tickets already booked hain.",0
"Hi the job interview is confirmed for Thursday at 10 AM. Please bring your documents.",0
"Sir aapka feedback form bharna zaroori hai scheme ke liye. 2 minute lagenge.",0
"Hello it is Ravi from the apartment next door. There is a water leakage issue. Can we talk?",0
"Main market jaa rahi hoon. Kuch chahiye ghar ke liye? List bhejo WhatsApp pe.",0
"Hi this is a reminder about your child's PTM meeting on Saturday at 9 AM.",0
"Sir the cricket match tickets you booked are ready for pickup at the counter.",0
"Bhai bahut dino baad yaad kiya. Kya haal hain? Sab theek to hai na?",0
"Hello we are calling from the temple trust about the upcoming annual puja arrangements.",0
"Madam aapka complaint number hai CR-20245. Hum 48 ghante mein resolve karenge.",0
"Hi I got a new job! Wanted to share the good news with you first.",0
"Yaar aaj raat study group hai. Library mein 8 baje milna. Confirm karo.",0
"This is from the municipality. Your area water supply will be interrupted for 3 hours tomorrow.",0
"Main thodi der mein aata hoon. Darwaza khula rakhna please.",0
"Hello your insurance policy renewal is due next month. Would you like assistance?",0
"Sir the painting work at your house is complete. Please do a final inspection.",0
"Bhai aaj baarish ho rahi hai bahut. Woh match cancel ho gaya kya?",0
"Hi this is a school bus reminder. The timing has changed to 7:15 AM from Monday.",0
"Namaste yeh Ramesh ji bol rahe hain. Aapka kal ka appointment confirm hai.",0
"Hello we are collecting donations for flood relief. Can you contribute anything?",0
"Sir your online order has been cancelled as requested. Refund in 3-5 working days.",0
"Kal kitne baje nikaloge ghar se? Saath mein chalte hain office.",0
"Hi I am from the library. The book you reserved is now available for pickup.",0
"Madam your cooking gas cylinder has been booked and will be delivered tomorrow.",0
"Yaar UPSC ka result aa gaya kya? Check kiya tune?",0
"Hello your package requires a signature. Can you be available between 10 AM and 12 PM?",0
"Sir hamari company ka new product launch ho raha hai. Aapko invite kiya hai.",0
"Hey bhai aaj khaana bahar khate hain? Naya restaurant khula hai nearby.",0
"This is a reminder from your dentist clinic. Your appointment is at 4 PM today.",0
"Madam aapki society mein CCTV installation hogi kal. Thodi inconvenience hogi.",0
"Main college hostel pahunch gaya. Room number 204 mila hai. Sab theek hai.",0
"Hello your mutual fund SIP of Rs 2000 has been successfully deducted this month.",0
"Bhai kal election hai. Vote dene jaana mat bhoolna.",0
"Hi this is your child's tutor. She has been making excellent progress this week.",0
"Sir the WiFi router has been configured. Your new password is on the slip provided.",0
"Yaar teri behen ki shaadi mein aa sakta hoon na? Date confirm karo.",0
"Hello we are from the traffic police department with a notice about your challan.",0
"Madam ghar ke bahar aapka courier hai. Please collect karo.",0
"Hi there just wanted to confirm our lunch plan for tomorrow at 1 PM.",0
"Sir your medical insurance claim has been approved for Rs 45000.",0
"Bhai chess tournament mein participate karna hai? Registration Sunday tak hai.",0
"Hello this is a courtesy call. Your annual car insurance is expiring in 10 days.",0
"Main thak gayi hoon aaj. Office mein bahut kaam tha. Baad mein baat karte hain.",0
"Sir your electricity connection application has been approved by the board.",0
"Hey did you watch the IPL match last night? That last over was insane!",0
"Didi tumhara birthday gift bhej diya hai courier se. Kal tak pahunch jayega.",0
"Hello your complaint about the noise has been registered with building management.",0
"Sir the school fee receipt has been sent to your registered email address.",0
"Yaar Goa trip plan ho rahi hai next month. Tum bhi aao. Bahut maza aayega.",0
"Hi I am calling to check if you are interested in participating in a free health camp.",0
"Madam aapki society mein lift maintenance kal hogi. Stairs use karni padegi.",0
"This is from Paytm. Your UPI transaction of Rs 500 was successful.",0
"Bhai tera laptop theek ho gaya. Service centre se le lo.",0
"Hello your request for a bank statement has been processed and emailed to you.",0
"Sir your parking slot has been allotted. Please collect the sticker from the office.",0
"Yaar bahut dino baad mili hoon tumse. Kaisi chal rahi hai zindagi?",0
"Hi we are conducting a free eye checkup camp in your area this Sunday.",0
"Madam aapka ration card ready hai. Office se collect kar lo.",0
"Hello this is the principal. We are proud to inform you your son won the science olympiad.",0
"Sir your request for address change in Aadhaar has been accepted successfully.",0
"Bhai kal traffic jam tha bahut. 2 ghante late pahuncha office.",0
"Hi your new debit card has been dispatched and will arrive within 5 working days.",0
"Amma ghar aane mein der ho rahi hai. Raat ka khaana rakh do please.",0
"This is to inform you that your child has been selected for the state-level drawing competition.",0
"Sir the carpenter will visit tomorrow morning to fix the wardrobe door.",0
"Yaar exam ki preparation kaisi chal rahi hai? Main help kar sakta hoon.",0
"Hello your request for a duplicate PAN card has been submitted successfully.",0
"Madam aapka naam waitlist pe tha. Ab aapko admission mil sakta hai.",0
"Hi I just wanted to say thank you for helping me out last week. It meant a lot.",0
"Sir the event you registered for starts at 5 PM. Please reach by 4:30.",0
"Bhai kya tum loan ke baare mein kuch jaante ho? Ghar lene ka plan hai.",0
"Hello your society committee meeting is scheduled for Sunday at 6 PM.",0
"Main zara baazar se aati hoon. Koi cheez chahiye ghar ke liye?",0
"Hi this is the HR department. Your salary has been credited to your account.",0
"Sir your newspaper subscription will expire at the end of this month.",0
"Yaar kabhi socha nahi tha itni mushkil hogi. Par ab sab theek hai. Tension mat lo.",0
"Hello your donation to the NGO has been acknowledged. Thank you for your generosity.",0
"Madam aapka mobile number successfully update ho gaya hai bank mein.",0
"The delivery partner attempted delivery but you were unavailable. Rescheduling for tomorrow.",0
"Bhai kitab padhna finish hua kya? Main bhi padhna chahta hoon.",0
"Hi just a reminder that your passport renewal application needs to be submitted by month-end.",0
"Sir the plumber could not come today due to an emergency. He will visit first thing tomorrow.",0
"Main office mein hoon abhi. Baad mein call karta hoon. Important baat hai.",0
"Yaar woh purani dosti ab bhi zinda hai kya? Bahut miss karta hoon sab ko.",0
"Sir your insurance nominee update request has been received.",0
"Kal papa ka birthday hai. Kuch special karte hain. Sab saath aao.",0
"Hi your gym locker key has been found. Please collect from the front desk.",0
"Madam school ke baad aapka beta library mein ruka hai. Aap le lo use please.",0
"Hello we are from the municipal corporation conducting a census survey in your area.",0
"Bhai tab se tumse baat nahi hui. Sab kaisa chal raha hai ghar mein?",0
"Sir the EMI bounce fee has been waived as a one-time exception. Please pay the EMI.",0
"Yaar woh project submit ho gaya? Professor ne kuch bola kya?",0
"Hi the results of the drawing competition will be announced this Friday at school.",0
"Madam aapka aarogya card ready hai. Nearest center se le sakte ho.",0
"Sir I am calling from the welfare association. Are you comfortable in the new locality?",0
"Bhai kal ke liye kya plan hai? Kuch khaas karte hain please.",0
"Ghar kab aa rahe ho? Sab intezaar kar rahe hain. Bohot dino se nahi mila.",0
"Hello your complaint reference number is WR-8821. We will respond within 48 hours.",0
"Hi could you please review the proposal I sent on email? I need feedback by tomorrow.",0
"Good morning! Just calling to wish you a happy anniversary.",0
"Sir your Amazon order has been delivered to your doorstep.",0
"Bhai match kab shuru ho raha hai? Main aa jaaon kya ghar pe?",0
"Hello this is Priya from the accounts department. Can we discuss the invoice?",0
"Didi mummy ki tabiyat thodi theek nahi hai. Doctor ke paas le jaana hai.",0
"Sir your internet bill for this month is Rs 699. Payment is due by the 10th.",0
"Hey I just got back from the trip! It was absolutely amazing.",0
"Bhai teri shaadi mein kaunsa suit pehnu? Help kar yaar.",0
"Hello the plumber is available tomorrow between 9 and 11 AM. Does that work for you?",0
"Sir aapka driving licence renewal application approved ho gaya hai.",0
"Madam aapki society mein ek stray dog issue hai. Meeting hai Sunday ko.",0
"Hi I am calling to invite you to our startup's product launch event next Friday.",0
"Papa aaj mere results aa gaye. 87% aaye hain. Bahut khush hoon.",0
"Hello this is from the blood donation camp. Your appointment is at 10 AM.",0
"Bhai bahut dino baad sapne mein aaya tu. Sab theek hai na?",0
"Sir the painting quote you asked for is ready. Can I share it on WhatsApp?",0
"Madam your laundry is ready for pickup from the dry cleaners.",0
"Hey our school reunion is next month! Are you coming? It will be so much fun.",0
"Sir aapka mutual fund ka monthly statement bhej diya hai email pe.",0
"Hello this is the municipal office. Your application for birth certificate is approved.",0
"Kal subah yoga class hai. Aao na bahut relaxing hoti hai.",0
"Hi just a reminder about the potluck dinner at our place this Saturday.",0
"Sir the tiles you ordered are in stock. Delivery can happen this week.",0
"Beta khana kha liya kya? Ghar kab aa rahe ho?",0
"Hello your prescription is ready at the pharmacy.",0
"Bhai new season of that show drop ho gaya. Binge karte hain kal?",0
"Sir aapke plot ki registry appointment kal dopahar 2 baje hai.",0
"Madam aapka naam talent show ke shortlist mein hai. Congratulations.",0
"Hi I am from the neighborhood watch committee. We are organizing a safety drive.",0
"Yaar aaj office mein itna kaam tha ki lunch bhi nahi kha paaya.",0
"Hello the book club meeting is this Thursday. The book is Atomic Habits.",0
"Sir your eye test is due. Can we schedule an appointment this week?",0
"Bhai kya tum mujhe airport drop kar sakte ho kal subah 5 baje?",0
"Madam aapke application form mein ek field empty tha. Please fill karo.",0
"Hi congratulations on your promotion! Well deserved.",0
"Papa main hostel mein theek hoon. Khana bhi thoda theek ho gaya hai.",0
"Hello this is from the community garden. Your plot is ready for planting season.",0
"Sir the spare parts for your vehicle have arrived at the workshop.",0
"Bhai kal ki party cancel ho gayi. Rain forecast hai. Sorry yaar.",0
"Hi I found your wallet near the park. Can we arrange a pickup?",0
"Madam your child's report card will be shared in the parent app tonight.",0
"Sir aapka subscription upgrade ho gaya hai. Ab aap premium features use kar sakte ho.",0
"Hey are you free for a video call this evening? Wanted to catch up properly.",0
"Dost woh novel padhna shuru kiya kya joh maine suggest kiya tha?",0
"Hello the cricket coaching camp registrations are open. Interested?",0
"Sir your request for a bank locker has been approved. Visit the branch this week.",0
"Bhai kal hartal hai kya? Office jaana chahiye ya nahi?",0
"Madam aapka delivery attempt hua tha. Kab available hogi aap?",0
"Hi the project deadline has been extended by one week. Relax a bit.",0
"Papa main internship ke liye select ho gaya hoon! Bahut excited hoon.",0
"Hello your complaint about the road has been registered with the civic body.",0
"Bhai kal ke trip ke liye bag pack karna hai. List share karo.",0
"Sir your new spectacle lenses are ready for collection.",0
"Yaar sab log kal park mein mil rahe hain. Aao na tum bhi.",0
"Hello this is from the school admin. Sports day is next Friday.",0
"Sir can you share the minutes from last week's meeting?",0
"Madam aapka blood report normal aaya hai. Koi tension ki baat nahi.",0
